Entry,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (molecular function)
P08640,GO:0043709;GO:0098609;GO:0036281;GO:0030447;GO:0000128;GO:0001403;GO:0007124;GO:0044011;GO:0090606,GO:0031225;GO:0005935;GO:0005618;GO:0005576;GO:0000324;GO:0005886,GO:0042802
Q03653,GO:0072659,GO:0071944;GO:0005739;GO:0005886,
P40209,GO:0006357,,GO:0000981;GO:0043565;GO:0008270
P38301,GO:0070588;GO:0006874;GO:0030026;GO:0032468;GO:0071421,GO:0005623;GO:0005801;GO:0000324;GO:0000329;GO:0005794;GO:0005797;GO:0000139;GO:0016021,GO:0015085;GO:0005384
P04386,GO:0006012;GO:0000435;GO:0006351,GO:0005634,GO:0001228;GO:0000981;GO:0042802;GO:0000978;GO:0001085;GO:0008270
P40576,GO:0033615,GO:1990524;GO:0016021;GO:0031304;GO:0005739,
P36066,GO:0006515,GO:0031942;GO:0016021;GO:0005739,GO:0051787
P49367,GO:0019878,GO:0005739,GO:0051539;GO:0004409;GO:0046872
P53091,GO:0006270;GO:0006271;GO:0006268;GO:0000727;GO:1902969;GO:0006267,GO:0071162;GO:0005737;GO:0031261;GO:0042555;GO:0097373;GO:0005656;GO:0005654;GO:0005634;GO:0031298,GO:0005524;GO:0003688;GO:0003697;GO:0017116
P53171,,GO:0016021;GO:0031966;GO:0005739,
Q08970,GO:0006876;GO:0006879;GO:0006882,GO:0005623;GO:0016021;GO:0016020;GO:0031966;GO:0005739;GO:0005886,GO:0015086;GO:0008324;GO:0015093;GO:0015341
P40577,GO:0031145;GO:0051301;GO:1902426;GO:0000070;GO:1905785;GO:1904667;GO:1902499;GO:0016567;GO:0007131;GO:0030071,GO:0005680;GO:0005634,GO:1990948
P41809,GO:0006075;GO:0000282;GO:0030010;GO:0031505;GO:0006972;GO:0007232;GO:0001402,GO:0005576;GO:0005887;GO:0005886;GO:0030427,GO:0005034
Q01766,GO:0045944;GO:0009651,GO:0005737,
P38801,GO:0000467;GO:0071028;GO:0071039;GO:0071035;GO:0071033;GO:0071051;GO:0000973;GO:1901917;GO:0034475;GO:0034476,GO:0000178;GO:0005634,GO:0003690;GO:0003725;GO:0030234;GO:0044877
Q02783,GO:0015693;GO:0045016,GO:0016021;GO:0005743,GO:0015095
P31379,GO:0030476,GO:0005619;GO:0016021;GO:0005811;GO:0005628,
Q08001,GO:0032366,GO:0005737;GO:0005789;GO:0016021;GO:0044233;GO:0005739;GO:0071561;GO:1990816,GO:0120015
P34253,GO:0006357;GO:0002098,GO:0005737;GO:0033588;GO:0005634,GO:0005524;GO:0003682
Q04081,GO:0034622;GO:0006481;GO:0010506,,GO:0018423
P32836,GO:0006997;GO:0016973;GO:0006606,GO:0005737;GO:0005634,GO:0003924;GO:0005525
P47149,GO:0007049;GO:0051301;GO:0007059,GO:0000776;GO:0000818,
P40165,GO:0046496,GO:0005737;GO:0005739,GO:0046872;GO:0052856;GO:0052857;GO:0000166
P40186,GO:0007049;GO:0051301;GO:0005977;GO:0000079;GO:0005979;GO:0005981;GO:0031647,GO:0000307;GO:0005737;GO:0005634,GO:0016538;GO:0019901
Q06032,GO:0006281;GO:0016925;GO:0007131;GO:0007129;GO:0007130,GO:0000794;GO:0000228;GO:0000795,GO:0003682;GO:0019789
P17898,GO:0006657,GO:0005783;GO:0005789;GO:0005794;GO:0016021;GO:0005741,GO:0004142;GO:0046872
P00427,GO:0006123,GO:0005751;GO:0005739,GO:0004129;GO:0046872
P14843,GO:0009073;GO:0009423,GO:0005737;GO:0005739;GO:0005634,GO:0003849
P38824,GO:0033108,GO:0005737;GO:0005758;GO:0005739,
P14306,GO:0030162;GO:0046578,GO:0005737;GO:0000328;GO:0000329,GO:0030414;GO:0005543;GO:0004867
P0CX13,GO:0006883;GO:0043328,GO:0005623;GO:0005768;GO:0000324;GO:0016021;GO:0005886,
P14742,GO:0006002;GO:0034221;GO:0006541;GO:0006487;GO:0006048;GO:0006047,,GO:0097367;GO:0004360
Q99247,GO:1903003,GO:0005737,GO:0043130
P47128,GO:0006281;GO:0016573;GO:0043968;GO:0044154;GO:0043972;GO:0043983;GO:0043981;GO:0043982,GO:0070776;GO:1990467;GO:1990468;GO:0033100;GO:0035267;GO:0005730;GO:0005634,
P15700,GO:0006207;GO:0006139;GO:0006221,GO:0005737;GO:0005634,GO:0004017;GO:0005524;GO:0004127;GO:0009041
P36004,GO:0030003;GO:0035556;GO:0006468,GO:0005623;GO:0005737;GO:0005634,GO:0005524;GO:0004674
Q00582,GO:0071230;GO:0009267;GO:0006348;GO:0010507;GO:0006817;GO:1904263;GO:0032008;GO:1903778;GO:0015031;GO:0010506;GO:0006360;GO:0006383,GO:0000781;GO:0005737;GO:0034448;GO:0000329;GO:1990131;GO:0031902;GO:0005764;GO:0005634,GO:0003924;GO:0005525;GO:0042802
P00815,GO:0000105,GO:0005737;GO:0005829,GO:0005524;GO:0004399;GO:0051287;GO:0004635;GO:0004636;GO:0008270
P14681,GO:0007049;GO:0071310;GO:0035556;GO:0001403;GO:0043433;GO:0000750;GO:0010973;GO:0006468;GO:0010468;GO:0001402,GO:0005935;GO:0005737;GO:0005634;GO:0042597,GO:0005524;GO:0004707;GO:0004672;GO:0008134
Q08109,GO:0030968;GO:0031505;GO:0051865;GO:0070936;GO:0030970;GO:0030433;GO:0006511,GO:0005789;GO:0000839;GO:0000838;GO:0016021,GO:0042802;GO:0046872;GO:0061630;GO:0004842
P46973,GO:0000492;GO:0000463;GO:0048254,GO:0005737;GO:0005634;GO:0070761,GO:0046872
P40219,GO:0030476,GO:0016021,
P36102,GO:0000290;GO:0006281;GO:0006397;GO:0000289;GO:0010606;GO:0006301;GO:0090503,GO:0005737;GO:0031251;GO:0000932,GO:0005524;GO:0046872;GO:0008143;GO:0004672;GO:0003723
P53759,GO:0006400,GO:0005634,GO:0050660;GO:0102263;GO:0017150
P53720,GO:0006400;GO:0008033,GO:0005737;GO:0005634,GO:0050660;GO:0102264;GO:0017150
P32190,GO:0046167;GO:0019563;GO:0006071;GO:0016310;GO:0006641,GO:0005737;GO:0005739,GO:0005524;GO:0004370
P40068,GO:1900189;GO:1900524;GO:1900461;GO:0045944,GO:0005737;GO:0005634,GO:0001228;GO:0000978
P38307,GO:0030968;GO:0070843;GO:0006515;GO:0030970;GO:0030433,GO:0005789;GO:0000839;GO:0030176,GO:0051787;GO:0008233;GO:1990381
Q03034,GO:0046281;GO:0033494,GO:0005737,GO:0016831;GO:0046872
P39727,GO:0006888;GO:0015031;GO:0006890,GO:0030134;GO:0005783;GO:0030176;GO:0030173,
Q12035,GO:0000480;GO:0000447;GO:0000472,GO:0005730;GO:0005634,
Q12389,GO:1902626;GO:0000466;GO:0000463;GO:0006364,GO:0005730;GO:0030687,GO:0005524;GO:0042802;GO:0003723;GO:0003724
P45976,GO:0006378;GO:0098789,GO:0005847,GO:0030674
P36112,GO:0042407;GO:0070584;GO:0045041,GO:0061617;GO:0030061;GO:0044284;GO:0005743;GO:0005739,
P49775,GO:0006259;GO:0090305;GO:0009164,GO:0005737;GO:0005739;GO:0005634,GO:0047710;GO:0016787;GO:0017111;GO:0000166
P25045,GO:0030148,GO:0005783;GO:0016021;GO:0017059;GO:0035339,GO:0030170;GO:0004758
P39692,GO:0019344;GO:0070814;GO:0009086;GO:0000103,GO:0005829;GO:0009337,GO:0050660;GO:0010181;GO:0003958;GO:0016491;GO:0004783
Q08929,GO:0015793;GO:0006506,GO:0005783;GO:0016021;GO:0016020,GO:0008374;GO:0015293;GO:0016746
P20484,GO:0000466;GO:0000463;GO:0000027;GO:0042273,GO:0016020;GO:0031965;GO:0005730,
P39518,GO:0006635;GO:0015916;GO:0015910;GO:0001676;GO:0042760,GO:0005739;GO:0005777,GO:0003996;GO:0005524;GO:0102391;GO:0004467;GO:0031956;GO:0031957
P40582,GO:0006749;GO:0010731,GO:0071944;GO:0005783;GO:0005789;GO:0005741;GO:0005739;GO:0005886,GO:0004602;GO:0004364
P52489,GO:0006096;GO:0006090,GO:0005737;GO:0005739,GO:0005524;GO:0016301;GO:0000287;GO:0030955;GO:0004743
Q12164,GO:0051028;GO:0031081;GO:0006999;GO:0015031,GO:0005783;GO:0005789;GO:0031309;GO:0005635;GO:0005643,
P28708,GO:0035556;GO:0031138;GO:0046020;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004674
P39103,GO:0033617;GO:0070130,GO:0019898;GO:0016021;GO:0005740;GO:0005743;GO:0005759;GO:0005739,
P38195,GO:0071555,,
P32330,,,GO:0017137
P32352,GO:0006696,GO:0005783;GO:0005789;GO:0016021,GO:0000247
P13382,GO:0006260;GO:0006270;GO:0000731;GO:0006302;GO:0006273;GO:0006272;GO:1902975;GO:0006279;GO:0006278,GO:0005658;GO:0005739;GO:0005657,GO:0051539;GO:0003682;GO:0003887;GO:0003688;GO:0046872;GO:0001882;GO:0017076;GO:0019103;GO:0003697
P51601,GO:0035998;GO:0046656;GO:0009396;GO:0006729;GO:0046654,GO:0005737;GO:0005634,GO:0005525;GO:0003934;GO:0008270
P38760,GO:0010609;GO:0016071;GO:0006376;GO:0000381;GO:0006417,GO:0005737;GO:0005634;GO:0005628;GO:1990904,GO:0003729;GO:0003723
P46943,GO:0045727;GO:0006412,GO:0005743;GO:0005759;GO:0005739;GO:0005634,GO:0003924;GO:0005525;GO:0097177
P26364,GO:0006172;GO:0046033;GO:0046039;GO:0046041;GO:0009117,GO:0005743;GO:0005759;GO:0005739,GO:0004017;GO:0005524;GO:0005525;GO:0046899
P35688,GO:0030036;GO:0000755;GO:0009272;GO:0090038;GO:0035024;GO:0043547;GO:0090334;GO:0060237;GO:0007165;GO:0030435,GO:0005935;GO:0005934;GO:0005737;GO:0000131;GO:0043332;GO:0005739;GO:0030427,GO:0005096;GO:0046872
P15108,GO:0006458;GO:0000492;GO:0034605;GO:0043248;GO:0006457;GO:0042026;GO:0050821;GO:0000723,GO:0009986;GO:0005737;GO:0005829;GO:0009277;GO:0005739;GO:0048471;GO:0005886;GO:0032991,GO:0016887;GO:0042623;GO:0005524;GO:0051082
P53010,GO:0006397;GO:0000289;GO:0006301,GO:0005737;GO:0031251;GO:0000932,GO:0046872;GO:0003676;GO:0004535
P47033,GO:0015918,GO:0031225;GO:0071944;GO:0005615;GO:0009277,
Q05637,,GO:0000324;GO:0016021;GO:0005774,
Q08959,GO:0046475;GO:0034478;GO:0006644,GO:0016021;GO:0005811;GO:0031966;GO:0005739,GO:0034479;GO:0008081
P35731,GO:0009060;GO:0006633;GO:0006631;GO:0055114,GO:0005739,GO:0004316;GO:0102131;GO:0102132;GO:0016616
P40008,GO:0051170,GO:0005737;GO:0005783;GO:0005741;GO:0005739,
P32474,GO:0045454;GO:0006457;GO:0034976,GO:0005623;GO:0005783;GO:0005788,GO:0003756;GO:0015035;GO:0019153;GO:0051082
Q08949,GO:0032147;GO:0071479;GO:0031573;GO:0051321;GO:0051598;GO:0007093;GO:0000725,GO:0030896;GO:0000794;GO:0005737;GO:0005634,GO:0008408;GO:0003677;GO:0030295
P53008,GO:0070880;GO:0009272;GO:0009311;GO:0006487,GO:0005789;GO:0000324;GO:0016021,GO:0004573
P32783,GO:0006370,GO:0005829;GO:0005845;GO:0005634,GO:0004482;GO:0003723
P57743,GO:0033962;GO:0000398;GO:0000956;GO:0006364;GO:0008033,GO:0071013;GO:0005737;GO:1990726;GO:0005730;GO:0005634;GO:0000932;GO:0005732;GO:0046540;GO:0005688,GO:0003723
P38158,GO:0046352;GO:0000025;GO:0009313;GO:0005987,GO:0005886,GO:0004556;GO:0033934;GO:0032450;GO:0004574;GO:0004575
P32481,GO:0001731;GO:0045903;GO:0006413,GO:0005737;GO:0005829;GO:0016282;GO:0033290;GO:0005850;GO:0043614,GO:0003924;GO:0005525;GO:0003743;GO:0031369
P40034,GO:0016577;GO:0032968,GO:0005634,GO:0051864;GO:0046872;GO:0035064
P53973,GO:0031047;GO:0010978;GO:0016575;GO:0001308;GO:0000122;GO:0010621;GO:0045944;GO:0031938,GO:0070823,GO:0003682;GO:0042802;GO:0032041
Q06629,GO:0031047;GO:0010978;GO:0016575;GO:0000122,GO:0005829;GO:0070823;GO:0005634,GO:0003682;GO:0003677
P04173,GO:0006097;GO:0009098,GO:0005829,GO:0003862;GO:0000287;GO:0051287
Q07887,GO:0000132,GO:0005623;GO:0005869,
P18408,GO:0019344;GO:0006750;GO:0070814;GO:0009086;GO:0019379,GO:0005737;GO:0005829,GO:0098624;GO:0004604
P38284,,,
Q96VH4,GO:0034599,GO:0005737;GO:0005634,GO:0016657
Q07418,GO:0032581;GO:0045033;GO:0032527;GO:0045046;GO:0050821,GO:0005829;GO:0005783;GO:0005789;GO:0005778;GO:1990415,GO:0033328
P15315,GO:0006878;GO:0006879;GO:0045944;GO:0006357;GO:0046688,GO:0005623;GO:0005634,GO:0005507;GO:0000981;GO:0000978
Q08232,,GO:0044695;GO:0005783;GO:0016021,
P21268,GO:0051301;GO:0043577;GO:0051457;GO:0000751,GO:0120171;GO:0005737;GO:0043332;GO:0005634,GO:0004861;GO:0046872
P25087,GO:0006696;GO:0016126,GO:0005783;GO:0005811;GO:0005741;GO:0005739,GO:0042802;GO:0003838
P53206,GO:0006535,GO:0005737;GO:0016021;GO:0005741;GO:0005739,GO:0004124;GO:0030170
P08678,GO:0007188;GO:0006171;GO:0007265,GO:0005829;GO:0005789;GO:0005739;GO:0005886,GO:0004016;GO:0005524;GO:0000287
P49573,GO:0006878;GO:0015677,GO:0005623;GO:0005737;GO:0016021;GO:0005634;GO:0005886,GO:0005375;GO:0042802
P38125,GO:0015837;GO:0030476;GO:0006855;GO:0055085,GO:0071944;GO:0005887;GO:0005628,GO:0005275
P38859,GO:0006974;GO:0006261;GO:0000729;GO:0006281;GO:0033567;GO:0000733;GO:0006273;GO:0000706;GO:0071932;GO:0001302;GO:0000723,GO:0005737;GO:0005829;GO:0000784;GO:0005634;GO:0035861,GO:0051539;GO:0043139;GO:0017108;GO:0005524;GO:0003677;GO:0003678;GO:0046872;GO:0004518;GO:0003723;GO:0000014;GO:0017116
Q12473,GO:0006879;GO:0015677;GO:0006880;GO:0006826,GO:0005623;GO:0000324;GO:0000329;GO:0016021;GO:0005886,GO:0052851;GO:0000293;GO:0046872
P47089,GO:0001731;GO:0002188,GO:0005737;GO:0005840,GO:0003729;GO:0003723;GO:0003743
P47085,,GO:0005737;GO:0005634,
Q08692,GO:0030437;GO:0030476,GO:0005628;GO:0031160,
Q08754,GO:0000282;GO:0034221;GO:0006893;GO:0015031,GO:0034044;GO:0016020,
P53194,,,
Q12468,GO:0000754;GO:0070452;GO:0000338,GO:0008180;GO:0005737,GO:0046872;GO:0004222;GO:0008237;GO:0019784
P06115,GO:0071472;GO:0042744;GO:0042542;GO:0000302,GO:0005737;GO:0005777,GO:0004096;GO:0020037;GO:0046872
P47064,GO:0006896;GO:0006623;GO:0016192,GO:0030123;GO:0030659;GO:0005794;GO:0043231,
P36049,GO:0000280;GO:0042273;GO:0006364,GO:0034399;GO:0005730;GO:0030687,GO:0042802;GO:0003729
P23501,GO:0046839;GO:0030148,GO:0005783;GO:0005789;GO:0016021,GO:0042392
Q04949,GO:0030473,GO:0005868;GO:0005881,GO:0003777
P38774,GO:0006006,,GO:0003850;GO:0046872;GO:0050308
P36152,GO:0016226;GO:1901299;GO:0045019,GO:0005737;GO:0005829;GO:0005758,GO:0051537;GO:0051539;GO:0009055;GO:0046872
Q03330,GO:0006325;GO:0006338;GO:0016573;GO:0032968,GO:0005671;GO:0000775;GO:0005829;GO:0005634;GO:0000124;GO:0046695,GO:0010484;GO:0004402;GO:0070577;GO:0003713
P54070,GO:0000032;GO:0031505;GO:0006487;GO:0006493,GO:0000324;GO:0005794;GO:0016021;GO:0016020,GO:0000026;GO:0000031
P39522,GO:0009082;GO:0009097;GO:0009099,GO:0005739,GO:0051539;GO:0004160;GO:0046872
P47912,GO:0044539;GO:0035336;GO:1905329,GO:0005737;GO:0010494;GO:0005811;GO:0005886,GO:0003996;GO:0005524;GO:0102391;GO:0004467
P14284,GO:0006260;GO:0000724;GO:0070987;GO:0042276;GO:0090305,GO:0005739;GO:0005634;GO:0016035,GO:0051539;GO:0003677;GO:0003887;GO:0046872;GO:0000166
Q05924,GO:0007049;GO:1900102;GO:0006470;GO:0007089,GO:0000324,GO:0005524;GO:0016788;GO:0004721
P39708,GO:0006537,GO:0005829;GO:0005739;GO:0005634,GO:0004354
P22204,GO:0035556;GO:0000280;GO:0018105;GO:0006468;GO:0032465;GO:0032880;GO:0007035,GO:0005623;GO:0005935;GO:0005737;GO:0005634;GO:0005816,GO:0005524;GO:0004672;GO:1901916;GO:0004674;GO:0003723
Q08773,GO:0043044;GO:0006338;GO:0000183;GO:0006348;GO:0060195;GO:0046020;GO:0016584;GO:0045944;GO:0006369,GO:0008623;GO:0000781;GO:0005880;GO:0005634,GO:0005524;GO:0019237;GO:0003682;GO:0003677;GO:0008094;GO:0015616;GO:0004386;GO:0031491;GO:0003697
P22209,GO:0007059;GO:0006468,GO:0005737;GO:0044732;GO:0071958,GO:0005524;GO:0004672;GO:0004674
P0CW40,GO:0046352;GO:0000025;GO:0009313;GO:0005987,GO:0005737,GO:0004556;GO:0033934;GO:0032450;GO:0004574;GO:0004575
P35191,GO:0006458;GO:0051085;GO:0000002;GO:0006515;GO:0042026;GO:0009408,GO:0005737;GO:0031314;GO:0005759;GO:0005739,GO:0001671;GO:0005524;GO:0031072;GO:0046872;GO:0051082
Q07821,GO:0009102;GO:0016226;GO:0106035;GO:0097428,GO:0005759;GO:0005739,GO:0051537;GO:0005506;GO:0051536;GO:0005198
P53086,GO:0000132;GO:0007018;GO:0007019;GO:0000070;GO:0090307;GO:0051228;GO:0007052;GO:0031115;GO:0030473;GO:0070462;GO:0032888,GO:0005623;GO:0005881;GO:0005871;GO:0005874;GO:0035371;GO:0061673;GO:1990023;GO:0005880;GO:0005634,GO:0016887;GO:0005524;GO:0008574;GO:0008017;GO:0003777;GO:0070463
P05373,GO:0006783;GO:0006782,GO:0005737;GO:0005829;GO:0005634,GO:0004655;GO:0008270
P07264,GO:0009098,GO:0009316;GO:0010494;GO:0005829,GO:0003861;GO:0051539;GO:0046872
P43583,GO:0006974;GO:0006281;GO:0043486;GO:0010499;GO:0043248;GO:1990236;GO:0061136;GO:1990237,GO:0005829;GO:0005634;GO:0034515,GO:0070577;GO:0016504;GO:0070628
P32449,GO:0009073;GO:0009423,GO:0005737;GO:0005634,GO:0003849
P39110,GO:0031116;GO:0006457;GO:0007021,GO:0005737;GO:0015630,GO:0005525
P47112,GO:0051301;GO:0000727;GO:0006267;GO:0030174,GO:0005737;GO:0005656;GO:0005634,GO:0003688
P18634,GO:0006897,GO:0005737,
P40047,GO:0019413;GO:0006068,GO:0005759;GO:0005739,GO:0004029;GO:0004030
Q07897,,GO:0030686;GO:0005737;GO:0005634,
P46983,GO:0030242,GO:0005777,
Q07988,GO:0000749,GO:0031225;GO:0071944;GO:0005576;GO:0009277,
P32317,GO:0034599;GO:0016558;GO:0006515,GO:0005737;GO:0005743;GO:0005739,GO:0016887;GO:0005524
P53753,GO:0008152;GO:0000920,GO:0030428;GO:0009986;GO:0005935;GO:0005576;GO:0009277,GO:0042973;GO:0052861;GO:0052862
P32435,GO:0007618;GO:0000750,GO:0005576;GO:0000324,GO:1903135;GO:0000772
P33399,GO:0008033,GO:0005730;GO:0005654;GO:0005634;GO:1990904,GO:0003723;GO:0000049
Q08732,GO:0006873;GO:0035556;GO:0006468,GO:0005623;GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004674
Q06705,GO:0043001;GO:0006893;GO:0045717;GO:1901352;GO:0046488;GO:0009395;GO:0015914;GO:2001247,GO:0005829;GO:0005768;GO:0005811;GO:0005739;GO:0005628,GO:0008526
Q05029,GO:0034221;GO:0006893;GO:0015031,GO:0034044;GO:0016020,GO:0031267
P33306,GO:0000082;GO:0010628;GO:0051726,GO:0005737;GO:0005634,
P52892,GO:0009058;GO:0042853,GO:0005737;GO:0005634,GO:0004021;GO:0030170;GO:0008483
P43571,GO:0006888;GO:0006505;GO:0034368;GO:0006621;GO:0015031;GO:0030433;GO:0016050,GO:0005783;GO:0005789;GO:0016021,GO:0050185
P47041,GO:0030950;GO:0031505;GO:0001558;GO:0038203,GO:0071944;GO:0005737;GO:0005886;GO:0031932;GO:0005774,
P40518,GO:0044396;GO:0034314;GO:0000001,GO:0030479;GO:0005885;GO:0005737;GO:0031315,GO:0051015;GO:0003729;GO:0030674
P53314,GO:0009187,GO:0005794,GO:0004113
Q12125,GO:0006620;GO:0045048;GO:0016192,GO:0071818;GO:0005737;GO:0072380,
P36173,GO:0006879;GO:0034775;GO:0055085,GO:0005623;GO:0071944;GO:0005768;GO:0005887;GO:0005886;GO:0005774,GO:0015343;GO:0015299
Q00873,GO:0018063,GO:0005743;GO:0005758;GO:0005739,GO:0004408;GO:0046872
P32604,GO:0006003;GO:0006000;GO:0006006,GO:0005737;GO:0005829,GO:0003873;GO:0005524;GO:0004331
P39715,GO:0000055,GO:0005737;GO:0005730;GO:0005634;GO:0030687,
P39540,GO:0034625;GO:0034626;GO:0019367;GO:0019368;GO:0030148;GO:0042761,GO:0005783;GO:0030176,GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0102756
P36053,GO:0048096;GO:0006368,GO:0005634;GO:0008023,GO:0046872;GO:0000993
P14832,GO:0030437;GO:0044267;GO:0016575;GO:0045836;GO:0042026;GO:0015031,GO:0005758;GO:0005739;GO:0005634;GO:0034967,GO:0016018;GO:0003729;GO:0003755;GO:0051082
P38783,GO:0032543,GO:0005763;GO:0005739,GO:0003735
P36037,GO:0006303;GO:0072671;GO:0043161;GO:0034517;GO:0010992,GO:0005623;GO:0005737;GO:0032473;GO:0010008;GO:0005634,GO:0044877;GO:0043130;GO:0140036
P49960,GO:0000245;GO:0000244,GO:1990904;GO:0005688,GO:0003723;GO:0017069;GO:0017070
Q02939,GO:0006289;GO:0070816;GO:0006366,GO:0000112;GO:0000439;GO:0005675,GO:0001671;GO:0003690
Q03430,GO:0032543;GO:0070124,GO:0005763;GO:0005739,GO:0003735
P36103,GO:0034427,GO:0005737,
P40586,GO:0017198,,GO:1990189;GO:0008999
Q8TGM1,,,
P0CL33,,GO:0016021,
P35725,,GO:0005794,
P38729,,GO:0005768;GO:0000324,
P38730,,,
Q6B108,,,
Q04706,GO:0032197,GO:0005737;GO:0000943,GO:0003723
P53837,,,
P40522,GO:0034599;GO:0001300;GO:0045944;GO:0061420,GO:0005737;GO:0005634,GO:0000981;GO:0000977
P53276,GO:0000462;GO:0045943;GO:0006409,GO:0030686;GO:0005730;GO:0033553;GO:0032040;GO:0034455,GO:0000049;GO:0034511
Q08438,GO:0007049;GO:0030004;GO:0015937,GO:0005623;GO:1990143;GO:0071513,GO:0003824;GO:0042802;GO:0004864
Q8TGU7,,GO:0005783;GO:0016021,
Q3E776,,GO:0016021,
P38318,,GO:0016021,GO:0008521;GO:0015295
P06367,GO:0002181;GO:0000462;GO:0000028;GO:0031167;GO:0006412,GO:0030686;GO:0022627;GO:0005730;GO:0005654;GO:0032040,GO:0048027;GO:0003729;GO:0070181;GO:0003735
Q03691,GO:0006458;GO:0007118;GO:0030950;GO:0009272;GO:0006457;GO:0034975;GO:0006487;GO:0035269,GO:0005783;GO:0005789;GO:0016021,GO:0051082
P0C5R3,,,
P33754,GO:0030447;GO:0031204,GO:0071944;GO:0005783;GO:0005789;GO:0016021;GO:0031207,
Q03648,,GO:0016021,GO:0008757
Q45U18,,GO:0016021,
Q12058,,,
Q99385,GO:0070588;GO:0006816;GO:0006874;GO:0055085,GO:0005623;GO:0000324;GO:0000329;GO:0016021,GO:0015369;GO:0046872;GO:0015386
P53054,,,
Q04597,,,
Q3E805,,,
Q08844,GO:0009272;GO:0030148;GO:0055085,GO:0016021,
Q3E804,,,
Q8TGJ7,,,
Q08915,,GO:0016021,
P40584,,,
Q12394,,GO:0016021,
P0C5Q7,,,
Q08205,,GO:0016021,
P53302,,,
P38882,GO:0000462;GO:0045943,GO:0030686;GO:0005730;GO:0005634;GO:0033553;GO:0032040;GO:0034455,GO:0034511
P90471,,GO:0016021,
Q8TGU6,,,
P39711,,,
Q8TGV0,,,
P38194,,,
A0A023PYC6,,GO:0016021,
P38555,GO:0006914;GO:0034498;GO:0006887;GO:0006886;GO:0032482;GO:0016192,GO:0005829;GO:0005768;GO:0005794;GO:0000139;GO:0005741;GO:0005739;GO:0055037;GO:0005802,GO:0003924;GO:0005525
P53882,,GO:0000324;GO:0016021;GO:0005774,
Q99208,,,GO:0005524;GO:0003678;GO:0004386;GO:0003676
P53853,GO:0006303;GO:0006334;GO:0035066;GO:2000617;GO:0015031,GO:0005829;GO:0005634,GO:0010698;GO:0042393;GO:0042802
Q07655,GO:0061157;GO:0008361,GO:0005737,GO:0003729
Q8TGU2,,GO:0016021,
P40001,,,
Q12132,GO:0000436;GO:0061416,GO:0005634,GO:0046872;GO:0043565
P38959,GO:0032258;GO:0016236;GO:0034727;GO:0015031;GO:0035542;GO:0032889;GO:0006624;GO:0042144;GO:0007033;GO:0016192;GO:0099022,GO:0005623;GO:0005768;GO:0000329;GO:0030897;GO:0005770,GO:0017137
P0CX76,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q06833,GO:0006869,GO:0071944;GO:0005783;GO:0005789;GO:0016021;GO:0071561,GO:0008289
Q3E7Z5,,,
O13557,,,
O13519,,,
P53133,,,
P34248,GO:0009267;GO:0033619;GO:0051603;GO:0006465,GO:0071458;GO:0071556;GO:1990578,GO:0042500
Q8TGS4,,,
Q3E843,,,
Q04019,,,
P0C5R8,,GO:0016021,
P40049,,GO:0005783;GO:0005739,
Q8TGM9,,GO:0016021,
Q8TGT2,,GO:0016021,
Q05899,,GO:0005737;GO:0000324;GO:0000329;GO:0016021;GO:0005634,
Q08681,,,
P0CF00,,,
Q08990,,,
Q05510,,,
P43590,,GO:0005737;GO:0016021,GO:0004177;GO:0030145
P38087,GO:1990575;GO:0006839;GO:0055085,GO:0016021;GO:0005743;GO:0005739,GO:0000064;GO:0005342
P53177,GO:0030488;GO:0006400;GO:0031591,GO:0005737,GO:0008175
Q3E7Z0,,,
Q12172,GO:0045944;GO:0043619,GO:0005737;GO:0005634,GO:0000981;GO:0000978;GO:0043565;GO:0008270
Q03433,GO:0006338;GO:0043486;GO:0006623;GO:0031063,GO:0005634;GO:0000812,GO:0042826;GO:0046872;GO:0031491
P32788,,GO:0005634,GO:0003677
Q02896,GO:0046513;GO:0046514,GO:0005783;GO:0000329;GO:0000139;GO:0030176,GO:0071633;GO:0070774
Q08027,,GO:0016021,
Q12259,,GO:0005634,
Q3E7X8,,,GO:0005524;GO:0003678;GO:0004386
P39972,,,
Q12253,,GO:0000324;GO:0016021;GO:0005886,
P28626,,GO:0016021,
Q12026,,,
P38258,,GO:0016021,
Q02826,,,
Q08293,,,
Q08543,,,
P47094,,GO:0016021,
Q08321,,,
Q12222,GO:0034605;GO:0071472;GO:0006468;GO:0006508,GO:0005634,GO:0005524;GO:0004693;GO:0004672;GO:0004674
P40218,,GO:0071944,
Q3E782,,GO:0000324,
P38152,GO:0006843;GO:0055085,GO:0016021;GO:0005743;GO:0005739,GO:0005371
Q3E6R4,,GO:0031225;GO:0005783;GO:0005886,
Q07738,,GO:0005783,
P0C5P8,,,
Q04869,GO:0006740,GO:0005737;GO:0005634,GO:0016491
Q12293,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q08980,,GO:0016021,
P34241,GO:0000466;GO:0000463,GO:0005730,GO:0003729
